-1.000e+00	-1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.691e-02	9.972e-02	1.283e-01	1.543e-01	1.780e-01	1.999e-01	2.202e-01	2.391e-01	2.567e-01	2.733e-01	2.889e-01	3.035e-01	3.173e-01	3.303e-01	3.426e-01	3.542e-01	3.651e-01	3.755e-01	3.853e-01	3.945e-01	4.033e-01	4.115e-01	4.192e-01	4.264e-01	4.332e-01	4.394e-01	4.451e-01	4.502e-01	4.547e-01	4.587e-01	4.619e-01	4.644e-01	4.662e-01	4.670e-01	-1.000e+00	-1.000e+00
-1.000e+00	-1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.691e-02	9.972e-02	1.283e-01	1.543e-01	1.780e-01	1.999e-01	2.202e-01	2.391e-01	2.567e-01	2.733e-01	2.889e-01	3.035e-01	3.173e-01	3.303e-01	3.426e-01	3.542e-01	3.651e-01	3.755e-01	3.853e-01	3.945e-01	4.033e-01	4.115e-01	4.192e-01	4.264e-01	4.332e-01	4.394e-01	4.451e-01	4.502e-01	4.547e-01	4.587e-01	4.619e-01	4.644e-01	4.662e-01	4.670e-01	-1.000e+00	-1.000e+00
1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	9.999e-01	9.995e-01	9.983e-01	9.937e-01	9.738e-01	8.765e-01	3.352e-01	1.506e-01	8.064e-02	4.842e-02	3.156e-02	2.194e-02	1.611e-02	1.247e-02	1.020e-02	8.910e-03	8.464e-03	8.970e-03	1.095e-02	1.599e-02	2.899e-02	6.691e-02	9.972e-02	1.283e-01	1.543e-01	1.780e-01	1.999e-01	2.202e-01	2.391e-01	2.567e-01	2.733e-01	2.889e-01	3.035e-01	3.173e-01	3.303e-01	3.426e-01	3.542e-01	3.651e-01	3.755e-01	3.853e-01	3.945e-01	4.033e-01	4.115e-01	4.192e-01	4.264e-01	4.332e-01	4.394e-01	4.451e-01	4.502e-01	4.547e-01	4.587e-01	4.619e-01	4.644e-01	4.662e-01	4.670e-01	4.670e-01	4.670e-01
1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	9.999e-01	9.998e-01	9.995e-01	9.984e-01	9.948e-01	9.826e-01	9.411e-01	8.088e-01	5.081e-01	2.917e-01	1.763e-01	1.125e-01	7.599e-02	5.400e-02	4.023e-02	3.143e-02	2.585e-02	2.260e-02	2.132e-02	2.213e-02	2.574e-02	3.387e-02	4.971e-02	7.611e-02	1.042e-01	1.311e-01	1.562e-01	1.795e-01	2.011e-01	2.213e-01	2.400e-01	2.576e-01	2.741e-01	2.896e-01	3.042e-01	3.179e-01	3.309e-01	3.432e-01	3.547e-01	3.657e-01	3.760e-01	3.858e-01	3.950e-01	4.038e-01	4.120e-01	4.197e-01	4.269e-01	4.337e-01	4.399e-01	4.456e-01	4.508e-01	4.554e-01	4.594e-01	4.627e-01	4.652e-01	4.670e-01	4.679e-01	4.679e-01	4.679e-01
1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	9.999e-01	9.996e-01	9.988e-01	9.966e-01	9.898e-01	9.700e-01	9.157e-01	7.890e-01	5.901e-01	3.975e-01	2.655e-01	1.812e-01	1.279e-01	9.363e-02	7.123e-02	5.644e-02	4.681e-02	4.098e-02	3.832e-02	3.879e-02	4.293e-02	5.185e-02	6.690e-02	8.808e-02	1.121e-01	1.366e-01	1.602e-01	1.827e-01	2.037e-01	2.235e-01	2.420e-01	2.594e-01	2.757e-01	2.911e-01	3.056e-01	3.192e-01	3.321e-01	3.443e-01	3.558e-01	3.667e-01	3.771e-01	3.868e-01	3.961e-01	4.048e-01	4.130e-01	4.207e-01	4.280e-01	4.348e-01	4.411e-01	4.469e-01	4.521e-01	4.568e-01	4.608e-01	4.642e-01	4.669e-01	4.688e-01	4.698e-01	4.698e-01	4.698e-01
1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	9.999e-01	9.997e-01	9.993e-01	9.979e-01	9.942e-01	9.843e-01	9.591e-01	9.009e-01	7.902e-01	6.383e-01	4.766e-01	3.452e-01	2.502e-01	1.846e-01	1.396e-01	1.087e-01	8.764e-02	7.345e-02	6.447e-02	5.980e-02	5.914e-02	6.269e-02	7.093e-02	8.425e-02	1.021e-01	1.228e-01	1.447e-01	1.666e-01	1.877e-01	2.080e-01	2.271e-01	2.452e-01	2.622e-01	2.783e-01	2.935e-01	3.078e-01	3.213e-01	3.341e-01	3.462e-01	3.577e-01	3.685e-01	3.788e-01	3.885e-01	3.978e-01	4.065e-01	4.147e-01	4.225e-01	4.298e-01	4.366e-01	4.430e-01	4.488e-01	4.542e-01	4.590e-01	4.632e-01	4.667e-01	4.695e-01	4.715e-01	4.726e-01	4.726e-01	4.726e-01
1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	9.999e-01	9.998e-01	9.995e-01	9.988e-01	9.968e-01	9.917e-01	9.793e-01	9.512e-01	8.946e-01	8.000e-01	6.753e-01	5.387e-01	4.155e-01	3.174e-01	2.441e-01	1.907e-01	1.523e-01	1.251e-01	1.061e-01	9.350e-02	8.622e-02	8.368e-02	8.573e-02	9.239e-02	1.035e-01	1.186e-01	1.364e-01	1.557e-01	1.755e-01	1.952e-01	2.143e-01	2.326e-01	2.500e-01	2.666e-01	2.823e-01	2.971e-01	3.112e-01	3.245e-01	3.372e-01	3.492e-01	3.605e-01	3.713e-01	3.815e-01	3.912e-01	4.004e-01	4.091e-01	4.173e-01	4.251e-01	4.324e-01	4.393e-01	4.457e-01	4.517e-01	4.572e-01	4.621e-01	4.665e-01	4.702e-01	4.731e-01	4.753e-01	4.764e-01	4.764e-01	4.764e-01
1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	9.999e-01	9.997e-01	9.993e-01	9.982e-01	9.956e-01	9.893e-01	9.753e-01	9.466e-01	8.943e-01	8.131e-01	7.080e-01	5.911e-01	4.787e-01	3.823e-01	3.053e-01	2.460e-01	2.015e-01	1.686e-01	1.449e-01	1.284e-01	1.181e-01	1.130e-01	1.128e-01	1.173e-01	1.260e-01	1.382e-01	1.532e-01	1.700e-01	1.877e-01	2.056e-01	2.233e-01	2.405e-01	2.571e-01	2.730e-01	2.881e-01	3.025e-01	3.163e-01	3.293e-01	3.417e-01	3.535e-01	3.647e-01	3.753e-01	3.855e-01	3.951e-01	4.042e-01	4.129e-01	4.211e-01	4.289e-01	4.362e-01	4.432e-01	4.496e-01	4.557e-01	4.613e-01	4.663e-01	4.708e-01	4.747e-01	4.779e-01	4.802e-01	4.815e-01	4.815e-01	4.815e-01
1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	9.999e-01	9.998e-01	9.996e-01	9.990e-01	9.976e-01	9.944e-01	9.873e-01	9.727e-01	9.448e-01	8.977e-01	8.279e-01	7.384e-01	6.375e-01	5.364e-01	4.447e-01	3.672e-01	3.046e-01	2.556e-01	2.179e-01	1.898e-01	1.694e-01	1.557e-01	1.476e-01	1.448e-01	1.466e-01	1.525e-01	1.619e-01	1.741e-01	1.882e-01	2.035e-01	2.195e-01	2.355e-01	2.514e-01	2.669e-01	2.820e-01	2.964e-01	3.102e-01	3.235e-01	3.361e-01	3.482e-01	3.597e-01	3.707e-01	3.811e-01	3.911e-01	4.006e-01	4.096e-01	4.182e-01	4.264e-01	4.341e-01	4.415e-01	4.484e-01	4.549e-01	4.610e-01	4.667e-01	4.719e-01	4.765e-01	4.806e-01	4.840e-01	4.864e-01	4.878e-01	4.878e-01	4.878e-01
1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	9.999e-01	9.998e-01	9.994e-01	9.987e-01	9.970e-01	9.934e-01	9.858e-01	9.713e-01	9.453e-01	9.034e-01	8.435e-01	7.671e-01	6.799e-01	5.898e-01	5.046e-01	4.291e-01	3.654e-01	3.135e-01	2.723e-01	2.404e-01	2.163e-01	1.992e-01	1.880e-01	1.821e-01	1.809e-01	1.838e-01	1.903e-01	1.996e-01	2.110e-01	2.238e-01	2.376e-01	2.518e-01	2.661e-01	2.803e-01	2.943e-01	3.078e-01	3.209e-01	3.335e-01	3.456e-01	3.572e-01	3.683e-01	3.790e-01	3.892e-01	3.989e-01	4.082e-01	4.170e-01	4.255e-01	4.335e-01	4.412e-01	4.484e-01	4.553e-01	4.618e-01	4.680e-01	4.737e-01	4.789e-01	4.837e-01	4.879e-01	4.915e-01	4.941e-01	4.956e-01	4.956e-01	4.956e-01
