-1.000e+00	-1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	-2.757e-32	-2.072e-44	2.980e-53	7.592e-57	-1.211e-66	5.500e-80	2.327e-88	1.906e-91	-2.496e-101	1.181e-115	1.196e-123	-6.836e-127	-2.044e-137	5.465e-153	3.525e-159	-5.977e-162	-3.043e-176	2.624e-191	1.478e-197	-4.516e-200	-1.108e-220	1.947e-230	-2.778e-235	-1.000e+00	-1.000e+00
-1.000e+00	-1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	-2.757e-32	-2.072e-44	2.980e-53	7.592e-57	-1.211e-66	5.500e-80	2.327e-88	1.906e-91	-2.496e-101	1.181e-115	1.196e-123	-6.836e-127	-2.044e-137	5.465e-153	3.525e-159	-5.977e-162	-3.043e-176	2.624e-191	1.478e-197	-4.516e-200	-1.108e-220	1.947e-230	-2.778e-235	-1.000e+00	-1.000e+00
8.970e-01	8.970e-01	8.970e-01	8.969e-01	8.968e-01	8.965e-01	8.961e-01	8.954e-01	8.944e-01	8.927e-01	8.891e-01	8.774e-01	8.112e-01	3.078e-01	6.303e-02	5.736e-16	-3.265e-04	-7.200e-06	1.647e-09	8.966e-12	-6.522e-13	-2.453e-15	1.164e-19	1.645e-22	-2.757e-32	-2.072e-44	2.980e-53	7.592e-57	-1.211e-66	5.500e-80	2.327e-88	1.906e-91	-2.496e-101	1.181e-115	1.196e-123	-6.836e-127	-2.044e-137	5.465e-153	3.525e-159	-5.977e-162	-3.043e-176	2.624e-191	1.478e-197	-4.516e-200	-1.108e-220	1.947e-230	-2.778e-235	-2.778e-235	-2.778e-235
6.508e-01	6.508e-01	6.508e-01	6.505e-01	6.499e-01	6.489e-01	6.473e-01	6.450e-01	6.414e-01	6.354e-01	6.245e-01	5.986e-01	5.181e-01	2.984e-01	9.152e-02	1.486e-53	-1.539e-07	-3.785e-08	3.655e-18	8.387e-28	-1.245e-29	-4.916e-33	1.352e-35	1.836e-40	-7.847e-48	-2.315e-53	2.915e-65	-3.574e-76	-2.406e-83	-3.105e-88	7.525e-100	-5.128e-112	-5.494e-119	6.532e-124	8.288e-136	-1.503e-149	-6.287e-155	3.356e-159	1.766e-174	-4.459e-188	-8.819e-194	1.624e-197	9.547e-219	-2.030e-227	6.688e-232	1.374e-246	-2.048e-262	-2.048e-262	-2.048e-262
3.184e-01	3.184e-01	3.184e-01	3.178e-01	3.168e-01	3.151e-01	3.124e-01	3.085e-01	3.026e-01	2.934e-01	2.781e-01	2.494e-01	1.920e-01	1.060e-01	1.850e-02	-9.605e-97	-2.709e-21	2.421e-20	-7.747e-31	-1.409e-37	6.113e-42	2.290e-43	-1.863e-44	-2.048e-48	2.654e-53	2.596e-56	-9.758e-67	1.378e-80	5.146e-88	1.063e-90	-3.849e-101	7.508e-116	5.975e-123	-5.856e-126	-5.489e-137	7.376e-153	3.580e-158	-7.159e-161	-1.329e-175	6.957e-191	2.575e-196	-6.924e-199	-7.390e-220	9.998e-230	-7.529e-234	-8.927e-248	1.510e-263	1.510e-263	1.510e-263
4.460e-02	4.460e-02	4.460e-02	4.414e-02	4.329e-02	4.190e-02	3.983e-02	3.682e-02	3.245e-02	2.603e-02	1.636e-02	1.831e-03	4.144e-90	2.996e-98	1.227e-53	-1.778e-34	1.742e-33	1.911e-38	-1.147e-39	-3.567e-43	1.139e-45	2.014e-49	-5.864e-54	-1.679e-56	1.337e-66	-1.275e-76	-6.854e-84	-5.898e-89	2.341e-100	-2.711e-112	-2.205e-119	2.185e-124	4.893e-136	-9.858e-150	-3.089e-155	1.821e-159	1.517e-174	-3.335e-188	-5.175e-194	1.443e-197	1.027e-218	-1.681e-227	5.153e-232	1.801e-246	-2.487e-262	-7.594e-294	6.632e-319	6.632e-319	6.632e-319
-9.696e-03	-9.696e-03	-9.696e-03	-9.735e-03	-9.814e-03	-9.939e-03	-1.012e-02	-1.036e-02	-1.067e-02	-1.102e-02	-1.132e-02	-1.107e-02	-8.687e-03	-2.509e-03	-8.102e-08	1.960e-24	1.948e-36	-4.663e-38	-8.165e-44	1.144e-45	-1.369e-46	-1.712e-50	4.263e-55	1.001e-57	-6.914e-68	1.108e-81	1.323e-88	2.573e-91	-8.483e-102	1.377e-116	2.294e-123	-2.076e-126	-1.652e-137	1.824e-153	1.700e-158	-3.036e-161	-4.599e-176	2.076e-191	1.371e-196	-3.192e-199	-2.720e-220	3.699e-230	-4.358e-234	-4.207e-248	5.659e-264	5.846e-296	0.000e+00	0.000e+00	0.000e+00
-1.385e-02	-1.385e-02	-1.385e-02	-1.369e-02	-1.336e-02	-1.285e-02	-1.212e-02	-1.112e-02	-9.777e-03	-8.007e-03	-5.727e-03	-2.964e-03	-4.227e-04	-1.534e-08	8.020e-21	1.336e-31	-9.883e-40	-3.793e-44	1.038e-54	4.835e-63	-3.995e-64	-1.444e-69	4.860e-71	-1.347e-77	-5.953e-85	-4.793e-90	3.585e-101	-6.886e-113	-4.569e-120	4.357e-125	1.292e-136	-3.255e-150	-8.353e-156	5.464e-160	4.960e-175	-1.238e-188	-1.647e-194	5.563e-198	3.688e-219	-6.649e-228	2.000e-232	7.838e-247	-9.229e-263	-3.330e-294	6.654e-319	0.000e+00	0.000e+00	0.000e+00	0.000e+00
-9.412e-08	-9.412e-08	-9.412e-08	-6.756e-08	-3.323e-08	-1.032e-08	-1.725e-09	-1.201e-10	-2.325e-12	-6.671e-15	-5.443e-19	9.742e-23	1.417e-27	1.003e-31	-4.320e-35	-1.467e-35	-8.263e-43	8.239e-58	-2.212e-66	-3.233e-68	1.471e-76	8.014e-78	-5.137e-79	1.174e-84	1.575e-89	3.252e-92	-1.092e-102	1.617e-117	5.610e-124	-4.792e-127	-3.438e-138	3.365e-154	5.441e-159	-8.810e-162	-1.154e-176	4.943e-192	4.998e-197	-1.030e-199	-7.440e-221	1.156e-230	-1.740e-234	-1.426e-248	1.616e-264	2.354e-296	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
1.721e-39	1.721e-39	1.721e-39	1.618e-39	1.418e-39	1.181e-39	9.579e-40	7.880e-40	7.057e-40	7.706e-40	1.219e-39	3.517e-39	2.178e-38	1.304e-37	-3.174e-40	-1.610e-47	2.745e-58	3.074e-66	-2.541e-72	-3.672e-78	3.783e-79	-1.011e-84	-1.991e-89	-6.196e-92	2.533e-102	-1.015e-113	-5.774e-121	6.104e-126	2.317e-137	-7.623e-151	-1.678e-156	1.282e-160	1.195e-175	-3.494e-189	-4.181e-195	1.660e-198	1.010e-219	-2.073e-228	6.342e-233	2.613e-247	-2.684e-263	-1.195e-294	6.297e-319	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
5.014e-40	5.014e-40	5.014e-40	5.875e-40	8.064e-40	1.296e-39	2.435e-39	5.267e-39	1.242e-38	2.605e-38	-5.245e-39	-5.472e-37	-2.284e-36	-1.591e-36	-1.503e-43	5.709e-61	-4.226e-68	-3.225e-68	4.023e-78	1.597e-79	-1.480e-80	3.506e-86	6.329e-91	1.738e-93	-6.424e-104	9.483e-119	9.043e-125	-7.531e-128	-5.037e-139	4.702e-155	1.305e-159	-1.947e-162	-2.273e-177	1.019e-192	1.431e-197	-2.653e-200	-1.677e-221	3.287e-231	-5.566e-235	-3.971e-249	3.912e-265	8.282e-297	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
-1.847e-35	-1.847e-35	-1.847e-35	-1.886e-35	-1.961e-35	-2.059e-35	-2.155e-35	-2.196e-35	-2.086e-35	-1.694e-35	-9.461e-36	-1.654e-36	-1.984e-39	-9.350e-48	6.542e-59	7.044e-67	-3.966e-73	-2.603e-82	3.963e-91	-4.049e-99	-3.415e-100	-1.513e-105	4.088e-107	-6.681e-115	-3.373e-122	5.206e-127	2.557e-138	-1.217e-151	-2.384e-157	2.276e-161	2.131e-176	-7.500e-190	-8.423e-196	3.912e-199	2.188e-220	-5.182e-229	1.664e-233	7.013e-248	-6.395e-264	-3.593e-295	4.840e-319	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
-2.910e-51	-2.910e-51	-2.910e-51	-1.666e-51	-5.108e-52	-7.322e-53	-2.790e-54	1.918e-55	1.126e-56	1.277e-58	4.053e-61	5.789e-64	1.850e-66	6.126e-67	-1.101e-67	-1.255e-68	1.137e-80	2.635e-96	-2.627e-99	-3.046e-103	2.901e-111	1.242e-112	-7.063e-114	8.441e-121	8.625e-126	-7.181e-129	-4.564e-140	4.595e-156	2.274e-160	-3.166e-163	-3.357e-178	1.777e-193	3.192e-198	-5.391e-201	-3.038e-222	8.123e-232	-1.426e-235	-9.013e-250	7.860e-266	2.443e-297	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
2.687e-67	2.687e-67	2.687e-67	2.829e-67	3.038e-67	3.204e-67	3.224e-67	3.008e-67	2.581e-67	2.159e-67	2.559e-67	4.239e-67	4.477e-67	2.681e-68	-1.061e-79	5.538e-88	8.461e-96	-1.566e-99	-1.817e-106	-1.822e-112	1.554e-113	-1.876e-120	-2.045e-125	1.921e-128	1.274e-139	-1.162e-152	-2.098e-158	2.793e-162	2.598e-177	-1.164e-190	-1.283e-196	6.999e-200	3.612e-221	-1.013e-229	3.513e-234	1.486e-248	-1.218e-264	-8.869e-296	2.899e-319	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
1.498e-66	1.498e-66	1.498e-66	1.415e-66	1.252e-66	1.018e-66	7.298e-67	4.250e-67	1.666e-67	2.227e-68	-1.648e-68	-2.975e-68	-3.105e-68	-1.816e-69	1.254e-81	1.395e-97	-1.363e-99	-1.102e-103	1.959e-112	3.971e-114	-3.228e-115	3.610e-122	3.638e-127	-3.085e-130	-1.877e-141	2.907e-157	2.657e-161	-3.477e-164	-3.383e-179	2.489e-194	5.294e-199	-8.210e-202	-4.172e-223	1.634e-232	-2.831e-236	-1.603e-250	1.252e-266	5.768e-298	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
-1.127e-67	-1.127e-67	-1.127e-67	-1.063e-67	-9.381e-68	-7.594e-68	-5.413e-68	-3.135e-68	-1.240e-68	-2.217e-69	-6.618e-71	-4.087e-74	-1.552e-80	8.087e-89	9.506e-97	-1.770e-100	-1.611e-107	1.622e-117	7.118e-129	-1.246e-131	-4.638e-139	3.011e-142	1.122e-144	-4.866e-154	-8.692e-160	2.034e-163	1.865e-178	-1.192e-191	-1.366e-197	8.848e-201	4.227e-222	-1.469e-230	5.655e-235	2.372e-249	-1.762e-265	-1.723e-296	1.318e-319	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
2.481e-97	2.481e-97	2.481e-97	1.853e-97	9.502e-98	2.048e-98	-2.275e-98	-4.237e-98	-5.064e-98	-5.306e-98	-4.834e-98	-3.215e-98	-5.906e-99	9.280e-100	-3.498e-100	-2.072e-104	8.764e-120	8.526e-131	-3.632e-134	5.054e-142	2.260e-146	-7.781e-148	-5.273e-150	1.235e-158	1.793e-162	-2.213e-165	-1.987e-180	2.598e-195	6.052e-200	-8.664e-203	-4.003e-224	2.484e-233	-4.123e-237	-2.109e-251	1.488e-267	1.034e-298	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
4.374e-99	4.374e-99	4.374e-99	4.507e-99	4.766e-99	5.166e-99	5.701e-99	6.334e-99	6.939e-99	7.211e-99	6.616e-99	4.536e-99	1.238e-99	-2.766e-102	-1.461e-112	1.073e-127	-3.482e-132	-2.025e-132	-1.384e-143	2.524e-147	1.512e-149	-3.475e-158	-4.956e-162	6.309e-165	5.662e-180	-6.872e-193	-9.040e-199	7.069e-202	3.133e-223	-1.460e-231	6.422e-236	2.643e-250	-1.791e-266	-2.471e-297	4.365e-320	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
-1.257e-100	-1.257e-100	-1.257e-100	-1.295e-100	-1.368e-100	-1.481e-100	-1.631e-100	-1.806e-100	-1.969e-100	-2.032e-100	-1.847e-100	-1.250e-100	-3.352e-101	-1.499e-105	5.041e-121	7.674e-132	-7.274e-135	1.907e-143	7.024e-148	-2.969e-149	-1.745e-151	3.741e-160	4.950e-164	-5.766e-167	-4.792e-182	1.779e-196	4.206e-201	-5.577e-204	-2.355e-225	2.580e-234	-4.027e-238	-1.871e-252	1.200e-268	1.300e-299	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
-3.472e-105	-3.472e-105	-3.472e-105	-2.501e-105	-1.260e-105	-4.133e-106	-7.755e-107	-6.701e-108	-1.868e-109	-9.032e-112	-1.617e-116	5.333e-119	3.037e-124	6.246e-129	-6.824e-133	-1.584e-133	-5.886e-145	2.526e-156	-8.859e-164	-8.809e-166	-1.136e-177	4.604e-179	3.215e-185	-1.572e-194	-3.032e-200	2.932e-203	1.206e-224	-8.749e-233	4.554e-237	1.824e-251	-1.132e-267	-2.363e-298	9.738e-321	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
-9.309e-130	-9.309e-130	-9.309e-130	-8.976e-130	-8.323e-130	-7.382e-130	-6.197e-130	-4.826e-130	-3.372e-130	-1.974e-130	-8.190e-131	-1.182e-131	1.530e-132	1.142e-133	-6.912e-136	-4.990e-146	3.800e-159	5.821e-165	-4.465e-170	3.046e-178	6.673e-182	-3.151e-183	-3.712e-189	6.282e-198	1.411e-202	-1.734e-205	-6.712e-227	1.558e-235	-2.259e-239	-9.572e-254	5.598e-270	9.988e-301	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
4.002e-131	4.002e-131	4.002e-131	3.857e-131	3.571e-131	3.161e-131	2.646e-131	2.054e-131	1.432e-131	8.386e-132	3.538e-132	6.182e-133	-1.466e-134	-3.767e-135	-1.242e-150	8.037e-164	-7.762e-165	-5.906e-167	-1.122e-181	8.050e-183	8.943e-189	-1.489e-197	-3.251e-202	4.020e-205	1.535e-226	-2.482e-234	1.605e-238	6.212e-253	-3.541e-269	-1.245e-299	1.230e-321	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
-4.238e-133	-4.238e-133	-4.238e-133	-4.076e-133	-3.759e-133	-3.308e-133	-2.748e-133	-2.113e-133	-1.455e-133	-8.397e-134	-3.483e-134	-6.019e-135	-1.750e-137	-1.012e-147	6.736e-161	2.085e-166	-6.202e-172	4.306e-180	5.830e-184	-3.801e-185	-4.106e-191	6.360e-200	1.289e-204	-1.470e-207	-5.218e-229	3.840e-237	-5.130e-241	-1.986e-255	1.062e-271	3.429e-302	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
1.651e-155	1.651e-155	1.651e-155	1.191e-155	6.091e-156	2.115e-156	4.692e-157	6.059e-158	4.086e-159	1.294e-160	1.774e-162	-3.040e-164	-2.369e-164	6.624e-166	-1.577e-166	-9.364e-169	7.175e-187	1.648e-196	-2.003e-198	-8.015e-207	-5.168e-218	1.777e-219	5.375e-232	-1.699e-236	1.479e-240	5.501e-255	-2.896e-271	-2.060e-301	4.941e-323	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
-4.134e-165	-4.134e-165	-4.134e-165	-3.628e-165	-2.777e-165	-1.785e-165	-8.995e-166	-2.908e-166	1.325e-168	8.308e-167	9.297e-167	8.274e-167	4.556e-167	2.244e-169	-2.760e-184	1.790e-194	1.650e-198	-1.401e-205	-8.095e-211	1.694e-219	4.911e-224	-2.251e-225	-8.988e-238	4.517e-242	-6.072e-246	-2.346e-260	1.247e-276	8.203e-307	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
3.691e-171	3.691e-171	3.691e-171	2.947e-171	2.306e-171	1.548e-171	1.065e-171	4.906e-172	1.306e-172	1.224e-173	1.855e-175	8.754e-179	5.900e-185	-3.723e-195	-7.695e-199	2.794e-206	1.580e-211	-3.673e-220	-6.982e-225	4.863e-226	1.967e-238	-9.886e-243	1.325e-246	5.203e-261	-2.863e-277	-5.163e-307	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
2.696e-197	2.696e-197	2.696e-197	2.593e-197	2.403e-197	2.131e-197	1.803e-197	1.436e-197	1.057e-197	6.961e-198	3.847e-198	1.524e-198	1.659e-199	2.562e-208	-2.483e-227	2.145e-232	-2.521e-233	-2.471e-239	-2.811e-251	1.687e-255	-5.790e-259	-3.664e-272	8.199e-280	1.522e-307	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
